,file_name,class_value,workpiece_location,scenario_condition,scenario_exception
1118,Ch_000001620441.json,105_worn-out-screw,left,faulty,0
1119,Ch_000001620442.json,105_worn-out-screw,right,faulty,0
1120,Ch_000001620443.json,105_worn-out-screw,left,normal,0
1121,Ch_000001620444.json,105_worn-out-screw,right,normal,0
1122,Ch_000001620445.json,105_worn-out-screw,left,normal,0
1123,Ch_000001620446.json,105_worn-out-screw,right,normal,0
1124,Ch_000001620447.json,105_worn-out-screw,left,normal,0
1125,Ch_000001620448.json,105_worn-out-screw,right,normal,0
1126,Ch_000001620449.json,105_worn-out-screw,left,normal,0
1127,Ch_000001620450.json,105_worn-out-screw,right,normal,0
1128,Ch_000001620451.json,105_worn-out-screw,left,normal,0
1129,Ch_000001620452.json,105_worn-out-screw,right,normal,0
1130,Ch_000001620453.json,105_worn-out-screw,left,faulty,0
1131,Ch_000001620454.json,105_worn-out-screw,right,faulty,0
1132,Ch_000001620455.json,105_worn-out-screw,left,faulty,0
1133,Ch_000001620456.json,105_worn-out-screw,right,faulty,0
1134,Ch_000001620457.json,105_worn-out-screw,left,faulty,0
1135,Ch_000001620458.json,105_worn-out-screw,right,faulty,0
1136,Ch_000001620459.json,105_worn-out-screw,left,faulty,0
1137,Ch_000001620460.json,105_worn-out-screw,right,faulty,0
1138,Ch_000001620461.json,105_worn-out-screw,left,faulty,1
1139,Ch_000001620462.json,105_worn-out-screw,right,faulty,0
1140,Ch_000001620463.json,105_worn-out-screw,left,normal,0
1141,Ch_000001620464.json,105_worn-out-screw,right,normal,0
1142,Ch_000001620465.json,105_worn-out-screw,left,normal,0
1143,Ch_000001620466.json,105_worn-out-screw,right,normal,0
1144,Ch_000001620467.json,105_worn-out-screw,left,normal,0
1145,Ch_000001620468.json,105_worn-out-screw,right,normal,0
1146,Ch_000001620469.json,105_worn-out-screw,left,normal,0
1147,Ch_000001620470.json,105_worn-out-screw,right,normal,0
1148,Ch_000001620471.json,105_worn-out-screw,left,normal,0
1149,Ch_000001620472.json,105_worn-out-screw,right,normal,0
1150,Ch_000001620473.json,105_worn-out-screw,left,faulty,0
1151,Ch_000001620474.json,105_worn-out-screw,right,faulty,0
1152,Ch_000001620475.json,105_worn-out-screw,left,faulty,0
1153,Ch_000001620476.json,105_worn-out-screw,right,faulty,0
1154,Ch_000001620477.json,105_worn-out-screw,left,faulty,0
1155,Ch_000001620478.json,105_worn-out-screw,right,faulty,0
1156,Ch_000001620479.json,105_worn-out-screw,left,faulty,0
1157,Ch_000001620480.json,105_worn-out-screw,right,faulty,0
1158,Ch_000001620481.json,105_worn-out-screw,left,faulty,0
1159,Ch_000001620482.json,105_worn-out-screw,right,faulty,0
1160,Ch_000001620483.json,105_worn-out-screw,left,normal,0
1161,Ch_000001620484.json,105_worn-out-screw,right,normal,0
1162,Ch_000001620485.json,105_worn-out-screw,left,normal,0
1163,Ch_000001620486.json,105_worn-out-screw,right,normal,0
1164,Ch_000001620487.json,105_worn-out-screw,left,normal,0
1165,Ch_000001620488.json,105_worn-out-screw,right,normal,0
1166,Ch_000001620489.json,105_worn-out-screw,left,normal,0
1167,Ch_000001620490.json,105_worn-out-screw,right,normal,0
1168,Ch_000001620491.json,105_worn-out-screw,left,normal,0
1169,Ch_000001620492.json,105_worn-out-screw,right,normal,0
1170,Ch_000001620493.json,105_worn-out-screw,left,faulty,0
1171,Ch_000001620494.json,105_worn-out-screw,right,faulty,0
1172,Ch_000001620495.json,105_worn-out-screw,left,faulty,0
1173,Ch_000001620496.json,105_worn-out-screw,right,faulty,0
1174,Ch_000001620497.json,105_worn-out-screw,left,faulty,0
1175,Ch_000001620498.json,105_worn-out-screw,right,faulty,0
1176,Ch_000001620499.json,105_worn-out-screw,left,faulty,1
1177,Ch_000001620500.json,105_worn-out-screw,right,faulty,0
1178,Ch_000001620501.json,105_worn-out-screw,left,faulty,0
1179,Ch_000001620502.json,105_worn-out-screw,right,faulty,0
1180,Ch_000001620503.json,105_worn-out-screw,left,normal,0
1181,Ch_000001620504.json,105_worn-out-screw,right,normal,0
1182,Ch_000001620505.json,105_worn-out-screw,left,normal,0
1183,Ch_000001620506.json,105_worn-out-screw,right,normal,0
1184,Ch_000001620507.json,105_worn-out-screw,left,normal,0
1185,Ch_000001620508.json,105_worn-out-screw,right,normal,0
1186,Ch_000001620509.json,105_worn-out-screw,left,normal,0
1187,Ch_000001620510.json,105_worn-out-screw,right,normal,0
1188,Ch_000001620511.json,105_worn-out-screw,left,normal,1
1189,Ch_000001620512.json,105_worn-out-screw,right,normal,0
1190,Ch_000001620513.json,105_worn-out-screw,left,faulty,0
1191,Ch_000001620514.json,105_worn-out-screw,right,faulty,0
1192,Ch_000001620515.json,105_worn-out-screw,left,faulty,0
1193,Ch_000001620516.json,105_worn-out-screw,right,faulty,0
1194,Ch_000001620517.json,105_worn-out-screw,left,faulty,1
1195,Ch_000001620518.json,105_worn-out-screw,right,faulty,0
1196,Ch_000001620519.json,105_worn-out-screw,left,faulty,0
1197,Ch_000001620520.json,105_worn-out-screw,right,faulty,0
1198,Ch_000001620521.json,105_worn-out-screw,left,faulty,0
1199,Ch_000001620522.json,105_worn-out-screw,right,faulty,0
1200,Ch_000001621524.json,201_damaged-contact-surface,left,normal,0
1201,Ch_000001621525.json,201_damaged-contact-surface,right,normal,0
1202,Ch_000001621526.json,201_damaged-contact-surface,left,normal,0
1203,Ch_000001621527.json,201_damaged-contact-surface,right,normal,0
1204,Ch_000001621528.json,201_damaged-contact-surface,left,normal,0
1205,Ch_000001621529.json,201_damaged-contact-surface,right,normal,0
1206,Ch_000001621530.json,201_damaged-contact-surface,left,normal,0
1207,Ch_000001621531.json,201_damaged-contact-surface,right,normal,0
1208,Ch_000001621532.json,201_damaged-contact-surface,left,normal,0
1209,Ch_000001621533.json,201_damaged-contact-surface,right,normal,0
1210,Ch_000001621534.json,201_damaged-contact-surface,left,faulty,0
1211,Ch_000001621535.json,201_damaged-contact-surface,right,faulty,0
1212,Ch_000001621536.json,201_damaged-contact-surface,left,faulty,0
1213,Ch_000001621537.json,201_damaged-contact-surface,right,faulty,0
1214,Ch_000001621538.json,201_damaged-contact-surface,left,faulty,0
1215,Ch_000001621539.json,201_damaged-contact-surface,right,faulty,0
1216,Ch_000001621540.json,201_damaged-contact-surface,left,faulty,0
1217,Ch_000001621541.json,201_damaged-contact-surface,right,faulty,0
1218,Ch_000001621542.json,201_damaged-contact-surface,left,faulty,0
1219,Ch_000001621543.json,201_damaged-contact-surface,right,faulty,0
1220,Ch_000001621544.json,201_damaged-contact-surface,left,normal,0
1221,Ch_000001621545.json,201_damaged-contact-surface,right,normal,0
1222,Ch_000001621546.json,201_damaged-contact-surface,left,normal,0
1223,Ch_000001621547.json,201_damaged-contact-surface,right,normal,0
1224,Ch_000001621548.json,201_damaged-contact-surface,left,normal,0
1225,Ch_000001621549.json,201_damaged-contact-surface,right,normal,0
1226,Ch_000001621550.json,201_damaged-contact-surface,left,normal,0
1227,Ch_000001621551.json,201_damaged-contact-surface,right,normal,0
1228,Ch_000001621552.json,201_damaged-contact-surface,left,normal,0
1229,Ch_000001621553.json,201_damaged-contact-surface,right,normal,0
1230,Ch_000001621554.json,201_damaged-contact-surface,left,faulty,0
1231,Ch_000001621555.json,201_damaged-contact-surface,right,faulty,0
1232,Ch_000001621556.json,201_damaged-contact-surface,left,faulty,0
1233,Ch_000001621557.json,201_damaged-contact-surface,right,faulty,0
1234,Ch_000001621558.json,201_damaged-contact-surface,left,faulty,0
1235,Ch_000001621559.json,201_damaged-contact-surface,right,faulty,0
1236,Ch_000001621560.json,201_damaged-contact-surface,left,faulty,0
1237,Ch_000001621561.json,201_damaged-contact-surface,right,faulty,0
1238,Ch_000001621562.json,201_damaged-contact-surface,left,faulty,0
1239,Ch_000001621563.json,201_damaged-contact-surface,right,faulty,0
1240,Ch_000001621564.json,201_damaged-contact-surface,left,normal,0
1241,Ch_000001621565.json,201_damaged-contact-surface,right,normal,0
1242,Ch_000001621566.json,201_damaged-contact-surface,left,normal,0
1243,Ch_000001621567.json,201_damaged-contact-surface,right,normal,0
1244,Ch_000001621568.json,201_damaged-contact-surface,left,normal,0
1245,Ch_000001621569.json,201_damaged-contact-surface,right,normal,0
1246,Ch_000001621570.json,201_damaged-contact-surface,left,normal,0
1247,Ch_000001621571.json,201_damaged-contact-surface,right,normal,0
1248,Ch_000001621572.json,201_damaged-contact-surface,left,normal,0
1249,Ch_000001621573.json,201_damaged-contact-surface,right,normal,0
1250,Ch_000001621574.json,201_damaged-contact-surface,left,faulty,0
1251,Ch_000001621575.json,201_damaged-contact-surface,right,faulty,0
1252,Ch_000001621576.json,201_damaged-contact-surface,left,faulty,0
1253,Ch_000001621577.json,201_damaged-contact-surface,right,faulty,0
1254,Ch_000001621578.json,201_damaged-contact-surface,left,faulty,0
1255,Ch_000001621579.json,201_damaged-contact-surface,right,faulty,0
1256,Ch_000001621580.json,201_damaged-contact-surface,left,faulty,0
1257,Ch_000001621581.json,201_damaged-contact-surface,right,faulty,0
1258,Ch_000001621582.json,201_damaged-contact-surface,left,faulty,0
1259,Ch_000001621583.json,201_damaged-contact-surface,right,faulty,0
1260,Ch_000001621584.json,201_damaged-contact-surface,left,normal,0
1261,Ch_000001621585.json,201_damaged-contact-surface,right,normal,0
1262,Ch_000001621586.json,201_damaged-contact-surface,left,normal,0
1263,Ch_000001621587.json,201_damaged-contact-surface,right,normal,0
1264,Ch_000001621588.json,201_damaged-contact-surface,left,normal,0
1265,Ch_000001621589.json,201_damaged-contact-surface,right,normal,0
1266,Ch_000001621590.json,201_damaged-contact-surface,left,normal,0
1267,Ch_000001621591.json,201_damaged-contact-surface,right,normal,0
1268,Ch_000001621592.json,201_damaged-contact-surface,left,normal,0
1269,Ch_000001621593.json,201_damaged-contact-surface,right,normal,0
1270,Ch_000001621594.json,201_damaged-contact-surface,left,faulty,0
1271,Ch_000001621595.json,201_damaged-contact-surface,right,faulty,0
1272,Ch_000001621596.json,201_damaged-contact-surface,left,faulty,0
1273,Ch_000001621597.json,201_damaged-contact-surface,right,faulty,0
1274,Ch_000001621598.json,201_damaged-contact-surface,left,faulty,0
1275,Ch_000001621599.json,201_damaged-contact-surface,right,faulty,0
1276,Ch_000001621600.json,201_damaged-contact-surface,left,faulty,0
1277,Ch_000001621601.json,201_damaged-contact-surface,right,faulty,0
1278,Ch_000001621602.json,201_damaged-contact-surface,left,faulty,0
1279,Ch_000001621603.json,201_damaged-contact-surface,right,faulty,0
1280,Ch_000001621604.json,201_damaged-contact-surface,left,normal,0
1281,Ch_000001621605.json,201_damaged-contact-surface,right,normal,0
1282,Ch_000001621606.json,201_damaged-contact-surface,left,normal,0
1283,Ch_000001621607.json,201_damaged-contact-surface,right,normal,0
1284,Ch_000001621608.json,201_damaged-contact-surface,left,normal,0
1285,Ch_000001621609.json,201_damaged-contact-surface,right,normal,0
1286,Ch_000001621610.json,201_damaged-contact-surface,left,normal,0
1287,Ch_000001621611.json,201_damaged-contact-surface,right,normal,0
1288,Ch_000001621612.json,201_damaged-contact-surface,left,normal,0
1289,Ch_000001621613.json,201_damaged-contact-surface,right,normal,0
1290,Ch_000001621614.json,201_damaged-contact-surface,left,faulty,0
1291,Ch_000001621615.json,201_damaged-contact-surface,right,faulty,0
1292,Ch_000001621616.json,201_damaged-contact-surface,left,faulty,0
1293,Ch_000001621617.json,201_damaged-contact-surface,right,faulty,0
1294,Ch_000001621618.json,201_damaged-contact-surface,left,faulty,0
1295,Ch_000001621619.json,201_damaged-contact-surface,right,faulty,0
1296,Ch_000001621620.json,201_damaged-contact-surface,left,faulty,0
1297,Ch_000001621621.json,201_damaged-contact-surface,right,faulty,0
1298,Ch_000001621622.json,201_damaged-contact-surface,left,faulty,0
1299,Ch_000001621623.json,201_damaged-contact-surface,right,faulty,0
1300,Ch_000001621624.json,201_damaged-contact-surface,left,normal,0
1301,Ch_000001621625.json,201_damaged-contact-surface,right,normal,0
1302,Ch_000001621626.json,201_damaged-contact-surface,left,normal,0
1303,Ch_000001621627.json,201_damaged-contact-surface,right,normal,0
1304,Ch_000001621628.json,201_damaged-contact-surface,left,normal,0
1305,Ch_000001621629.json,201_damaged-contact-surface,right,normal,0
1306,Ch_000001621630.json,201_damaged-contact-surface,left,normal,0
1307,Ch_000001621631.json,201_damaged-contact-surface,right,normal,0
1308,Ch_000001621632.json,201_damaged-contact-surface,left,normal,0
1309,Ch_000001621633.json,201_damaged-contact-surface,right,normal,0
1310,Ch_000001621634.json,201_damaged-contact-surface,left,faulty,0
1311,Ch_000001621635.json,201_damaged-contact-surface,right,faulty,0
1312,Ch_000001621636.json,201_damaged-contact-surface,left,faulty,0
1313,Ch_000001621637.json,201_damaged-contact-surface,right,faulty,0
1314,Ch_000001621638.json,201_damaged-contact-surface,left,faulty,0
1315,Ch_000001621639.json,201_damaged-contact-surface,right,faulty,0
1316,Ch_000001621640.json,201_damaged-contact-surface,left,faulty,0
1317,Ch_000001621641.json,201_damaged-contact-surface,right,faulty,0
1318,Ch_000001621642.json,201_damaged-contact-surface,left,faulty,0
1319,Ch_000001621643.json,201_damaged-contact-surface,right,faulty,0
1320,Ch_000001621644.json,201_damaged-contact-surface,left,normal,0
1321,Ch_000001621645.json,201_damaged-contact-surface,right,normal,0
1322,Ch_000001621646.json,201_damaged-contact-surface,left,normal,0
1323,Ch_000001621647.json,201_damaged-contact-surface,right,normal,0
1324,Ch_000001621648.json,201_damaged-contact-surface,left,normal,0
1325,Ch_000001621649.json,201_damaged-contact-surface,right,normal,0
1326,Ch_000001621650.json,201_damaged-contact-surface,left,normal,0
1327,Ch_000001621651.json,201_damaged-contact-surface,right,normal,0
1328,Ch_000001621652.json,201_damaged-contact-surface,left,normal,0
1329,Ch_000001621653.json,201_damaged-contact-surface,right,normal,0
1330,Ch_000001621654.json,201_damaged-contact-surface,left,faulty,0
1331,Ch_000001621655.json,201_damaged-contact-surface,right,faulty,0
1332,Ch_000001621656.json,201_damaged-contact-surface,left,faulty,0
1333,Ch_000001621657.json,201_damaged-contact-surface,right,faulty,0
1334,Ch_000001621658.json,201_damaged-contact-surface,left,faulty,0
1335,Ch_000001621659.json,201_damaged-contact-surface,right,faulty,0
1336,Ch_000001621660.json,201_damaged-contact-surface,left,faulty,0
1337,Ch_000001621661.json,201_damaged-contact-surface,right,faulty,0
1338,Ch_000001621662.json,201_damaged-contact-surface,left,faulty,0
1339,Ch_000001621663.json,201_damaged-contact-surface,right,faulty,0
1340,Ch_000001621664.json,201_damaged-contact-surface,left,normal,0
1341,Ch_000001621665.json,201_damaged-contact-surface,right,normal,0
1342,Ch_000001621666.json,201_damaged-contact-surface,left,normal,0
1343,Ch_000001621667.json,201_damaged-contact-surface,right,normal,0
1344,Ch_000001621668.json,201_damaged-contact-surface,left,normal,0
1345,Ch_000001621669.json,201_damaged-contact-surface,right,normal,0
1346,Ch_000001621670.json,201_damaged-contact-surface,left,normal,0
1347,Ch_000001621671.json,201_damaged-contact-surface,right,normal,0
1348,Ch_000001621672.json,201_damaged-contact-surface,left,normal,0
1349,Ch_000001621673.json,201_damaged-contact-surface,right,normal,0
1350,Ch_000001621674.json,201_damaged-contact-surface,left,faulty,0
1351,Ch_000001621675.json,201_damaged-contact-surface,right,faulty,0
1352,Ch_000001621676.json,201_damaged-contact-surface,left,faulty,0
1353,Ch_000001621677.json,201_damaged-contact-surface,right,faulty,0
1354,Ch_000001621678.json,201_damaged-contact-surface,left,faulty,0
1355,Ch_000001621679.json,201_damaged-contact-surface,right,faulty,0
1356,Ch_000001621680.json,201_damaged-contact-surface,left,faulty,0
1357,Ch_000001621681.json,201_damaged-contact-surface,right,faulty,0
1358,Ch_000001621682.json,201_damaged-contact-surface,left,faulty,0
1359,Ch_000001621683.json,201_damaged-contact-surface,right,faulty,0
1360,Ch_000001621684.json,201_damaged-contact-surface,left,normal,0
1361,Ch_000001621685.json,201_damaged-contact-surface,right,normal,0
1362,Ch_000001621686.json,201_damaged-contact-surface,left,normal,0
1363,Ch_000001621687.json,201_damaged-contact-surface,right,normal,0
1364,Ch_000001621688.json,201_damaged-contact-surface,left,normal,0
1365,Ch_000001621689.json,201_damaged-contact-surface,right,normal,0
1366,Ch_000001621690.json,201_damaged-contact-surface,left,normal,0
1367,Ch_000001621691.json,201_damaged-contact-surface,right,normal,0
1368,Ch_000001621692.json,201_damaged-contact-surface,left,normal,0
1369,Ch_000001621693.json,201_damaged-contact-surface,right,normal,0
1370,Ch_000001621694.json,201_damaged-contact-surface,left,faulty,0
1371,Ch_000001621695.json,201_damaged-contact-surface,right,faulty,0
1372,Ch_000001621696.json,201_damaged-contact-surface,left,faulty,0
1373,Ch_000001621697.json,201_damaged-contact-surface,right,faulty,0
1374,Ch_000001621698.json,201_damaged-contact-surface,left,faulty,0
1375,Ch_000001621699.json,201_damaged-contact-surface,right,faulty,0
1376,Ch_000001621700.json,201_damaged-contact-surface,left,faulty,0
1377,Ch_000001621701.json,201_damaged-contact-surface,right,faulty,0
1378,Ch_000001621702.json,201_damaged-contact-surface,left,faulty,0
1379,Ch_000001621703.json,201_damaged-contact-surface,right,faulty,0
1380,Ch_000001621704.json,201_damaged-contact-surface,left,normal,0
1381,Ch_000001621705.json,201_damaged-contact-surface,right,normal,0
1382,Ch_000001621706.json,201_damaged-contact-surface,left,normal,0
1383,Ch_000001621707.json,201_damaged-contact-surface,right,normal,0
1384,Ch_000001621708.json,201_damaged-contact-surface,left,normal,0
1385,Ch_000001621709.json,201_damaged-contact-surface,right,normal,0
1386,Ch_000001621710.json,201_damaged-contact-surface,left,normal,0
1387,Ch_000001621711.json,201_damaged-contact-surface,right,normal,0
1388,Ch_000001621712.json,201_damaged-contact-surface,left,normal,0
1389,Ch_000001621713.json,201_damaged-contact-surface,right,normal,0
1390,Ch_000001621714.json,201_damaged-contact-surface,left,faulty,0
1391,Ch_000001621715.json,201_damaged-contact-surface,right,faulty,0
1392,Ch_000001621716.json,201_damaged-contact-surface,left,faulty,0
1393,Ch_000001621717.json,201_damaged-contact-surface,right,faulty,0
1394,Ch_000001621718.json,201_damaged-contact-surface,left,faulty,0
1395,Ch_000001621719.json,201_damaged-contact-surface,right,faulty,0
1396,Ch_000001621720.json,201_damaged-contact-surface,left,faulty,0
1397,Ch_000001621721.json,201_damaged-contact-surface,right,faulty,0
1398,Ch_000001621722.json,201_damaged-contact-surface,left,faulty,0
1399,Ch_000001621723.json,201_damaged-contact-surface,right,faulty,0
1400,Ch_000001621924.json,202_broken-contact-surface,left,normal,0
1401,Ch_000001621925.json,202_broken-contact-surface,right,normal,0
1402,Ch_000001621926.json,202_broken-contact-surface,left,normal,0
1403,Ch_000001621927.json,202_broken-contact-surface,right,normal,0
1404,Ch_000001621928.json,202_broken-contact-surface,left,normal,0
1405,Ch_000001621929.json,202_broken-contact-surface,right,normal,0
1406,Ch_000001621930.json,202_broken-contact-surface,left,normal,0
1407,Ch_000001621931.json,202_broken-contact-surface,right,normal,0
1408,Ch_000001621932.json,202_broken-contact-surface,left,normal,0
1409,Ch_000001621933.json,202_broken-contact-surface,right,normal,0
1410,Ch_000001621934.json,202_broken-contact-surface,left,faulty,0
1411,Ch_000001621935.json,202_broken-contact-surface,right,faulty,0
1412,Ch_000001621936.json,202_broken-contact-surface,left,faulty,0
1413,Ch_000001621937.json,202_broken-contact-surface,right,faulty,0
1414,Ch_000001621938.json,202_broken-contact-surface,left,faulty,0
1415,Ch_000001621939.json,202_broken-contact-surface,right,faulty,0
1416,Ch_000001621940.json,202_broken-contact-surface,left,faulty,0
1417,Ch_000001621941.json,202_broken-contact-surface,right,faulty,0
1418,Ch_000001621942.json,202_broken-contact-surface,left,faulty,0
1419,Ch_000001621943.json,202_broken-contact-surface,right,faulty,0
1420,Ch_000001621944.json,202_broken-contact-surface,left,normal,0
1421,Ch_000001621945.json,202_broken-contact-surface,right,normal,0
1422,Ch_000001621946.json,202_broken-contact-surface,left,normal,0
1423,Ch_000001621947.json,202_broken-contact-surface,right,normal,0
1424,Ch_000001621948.json,202_broken-contact-surface,left,normal,0
1425,Ch_000001621949.json,202_broken-contact-surface,right,normal,0
1426,Ch_000001621950.json,202_broken-contact-surface,left,normal,0
1427,Ch_000001621951.json,202_broken-contact-surface,right,normal,0
1428,Ch_000001621952.json,202_broken-contact-surface,left,normal,0
1429,Ch_000001621953.json,202_broken-contact-surface,right,normal,0
1430,Ch_000001621954.json,202_broken-contact-surface,left,faulty,0
1431,Ch_000001621955.json,202_broken-contact-surface,right,faulty,0
1432,Ch_000001621956.json,202_broken-contact-surface,left,faulty,0
1433,Ch_000001621957.json,202_broken-contact-surface,right,faulty,0
1434,Ch_000001621959.json,202_broken-contact-surface,left,faulty,0
1435,Ch_000001621960.json,202_broken-contact-surface,right,faulty,0
1436,Ch_000001621961.json,202_broken-contact-surface,left,faulty,0
1437,Ch_000001621962.json,202_broken-contact-surface,right,faulty,0
1438,Ch_000001621963.json,202_broken-contact-surface,left,faulty,0
1439,Ch_000001621964.json,202_broken-contact-surface,right,faulty,0
1440,Ch_000001621965.json,202_broken-contact-surface,left,normal,0
1441,Ch_000001621966.json,202_broken-contact-surface,right,normal,0
1442,Ch_000001621967.json,202_broken-contact-surface,left,normal,0
1443,Ch_000001621968.json,202_broken-contact-surface,right,normal,0
1444,Ch_000001621969.json,202_broken-contact-surface,left,normal,0
1445,Ch_000001621970.json,202_broken-contact-surface,right,normal,0
1446,Ch_000001621971.json,202_broken-contact-surface,left,normal,0
1447,Ch_000001621972.json,202_broken-contact-surface,right,normal,0
1448,Ch_000001621973.json,202_broken-contact-surface,left,normal,0
1449,Ch_000001621974.json,202_broken-contact-surface,right,normal,0
1450,Ch_000001621975.json,202_broken-contact-surface,left,faulty,0
1451,Ch_000001621976.json,202_broken-contact-surface,right,faulty,0
1452,Ch_000001621977.json,202_broken-contact-surface,left,faulty,0
1453,Ch_000001621978.json,202_broken-contact-surface,right,faulty,0
1454,Ch_000001621979.json,202_broken-contact-surface,left,faulty,0
1455,Ch_000001621980.json,202_broken-contact-surface,right,faulty,0
1456,Ch_000001621981.json,202_broken-contact-surface,left,faulty,0
1457,Ch_000001621982.json,202_broken-contact-surface,right,faulty,0
1458,Ch_000001621983.json,202_broken-contact-surface,left,faulty,0
1459,Ch_000001621984.json,202_broken-contact-surface,right,faulty,0
1460,Ch_000001621985.json,202_broken-contact-surface,left,normal,0
1461,Ch_000001621986.json,202_broken-contact-surface,right,normal,0
1462,Ch_000001621987.json,202_broken-contact-surface,left,normal,0
1463,Ch_000001621988.json,202_broken-contact-surface,right,normal,0
1464,Ch_000001621989.json,202_broken-contact-surface,left,normal,0
1465,Ch_000001621990.json,202_broken-contact-surface,right,normal,0
1466,Ch_000001621991.json,202_broken-contact-surface,left,normal,0
1467,Ch_000001621992.json,202_broken-contact-surface,right,normal,0
1468,Ch_000001621993.json,202_broken-contact-surface,left,normal,0
1469,Ch_000001621994.json,202_broken-contact-surface,right,normal,0
1470,Ch_000001621995.json,202_broken-contact-surface,left,faulty,0
1471,Ch_000001621996.json,202_broken-contact-surface,right,faulty,0
1472,Ch_000001621997.json,202_broken-contact-surface,left,faulty,0
1473,Ch_000001621998.json,202_broken-contact-surface,right,faulty,0
1474,Ch_000001621999.json,202_broken-contact-surface,left,faulty,0
1475,Ch_000001622000.json,202_broken-contact-surface,right,faulty,0
1476,Ch_000001622001.json,202_broken-contact-surface,left,faulty,0
1477,Ch_000001622002.json,202_broken-contact-surface,right,faulty,0
1478,Ch_000001622003.json,202_broken-contact-surface,left,faulty,0
1479,Ch_000001622004.json,202_broken-contact-surface,right,faulty,0
1480,Ch_000001622005.json,202_broken-contact-surface,left,normal,0
1481,Ch_000001622006.json,202_broken-contact-surface,right,normal,0
1482,Ch_000001622007.json,202_broken-contact-surface,left,normal,0
1483,Ch_000001622008.json,202_broken-contact-surface,right,normal,0
1484,Ch_000001622009.json,202_broken-contact-surface,left,normal,0
1485,Ch_000001622010.json,202_broken-contact-surface,right,normal,0
1486,Ch_000001622011.json,202_broken-contact-surface,left,normal,0
1487,Ch_000001622012.json,202_broken-contact-surface,right,normal,0
1488,Ch_000001622013.json,202_broken-contact-surface,left,normal,0
1489,Ch_000001622014.json,202_broken-contact-surface,right,normal,0
1490,Ch_000001622015.json,202_broken-contact-surface,left,faulty,0
1491,Ch_000001622016.json,202_broken-contact-surface,right,faulty,0
1492,Ch_000001622017.json,202_broken-contact-surface,left,faulty,0
1493,Ch_000001622018.json,202_broken-contact-surface,right,faulty,0
1494,Ch_000001622019.json,202_broken-contact-surface,left,faulty,0
1495,Ch_000001622020.json,202_broken-contact-surface,right,faulty,0
1496,Ch_000001622021.json,202_broken-contact-surface,left,faulty,0
1497,Ch_000001622022.json,202_broken-contact-surface,right,faulty,0
1498,Ch_000001622023.json,202_broken-contact-surface,left,faulty,0
1499,Ch_000001622024.json,202_broken-contact-surface,right,faulty,0
1500,Ch_000001622025.json,202_broken-contact-surface,left,normal,0
1501,Ch_000001622026.json,202_broken-contact-surface,right,normal,0
1502,Ch_000001622027.json,202_broken-contact-surface,left,normal,0
1503,Ch_000001622028.json,202_broken-contact-surface,right,normal,0
1504,Ch_000001622029.json,202_broken-contact-surface,left,normal,0
1505,Ch_000001622030.json,202_broken-contact-surface,right,normal,0
1506,Ch_000001622031.json,202_broken-contact-surface,left,normal,0
1507,Ch_000001622032.json,202_broken-contact-surface,right,normal,0
1508,Ch_000001622033.json,202_broken-contact-surface,left,normal,0
1509,Ch_000001622034.json,202_broken-contact-surface,right,normal,0
1510,Ch_000001622035.json,202_broken-contact-surface,left,faulty,0
1511,Ch_000001622036.json,202_broken-contact-surface,right,faulty,0
1512,Ch_000001622037.json,202_broken-contact-surface,left,faulty,0
1513,Ch_000001622038.json,202_broken-contact-surface,right,faulty,0
1514,Ch_000001622039.json,202_broken-contact-surface,left,faulty,0
1515,Ch_000001622040.json,202_broken-contact-surface,right,faulty,0
1516,Ch_000001622041.json,202_broken-contact-surface,left,faulty,0
1517,Ch_000001622042.json,202_broken-contact-surface,right,faulty,0
1518,Ch_000001622043.json,202_broken-contact-surface,left,faulty,0
1519,Ch_000001622044.json,202_broken-contact-surface,right,faulty,0
1520,Ch_000001622045.json,202_broken-contact-surface,left,normal,0
1521,Ch_000001622046.json,202_broken-contact-surface,right,normal,0
1522,Ch_000001622047.json,202_broken-contact-surface,left,normal,0
1523,Ch_000001622048.json,202_broken-contact-surface,right,normal,0
1524,Ch_000001622049.json,202_broken-contact-surface,left,normal,0
1525,Ch_000001622050.json,202_broken-contact-surface,right,normal,0
1526,Ch_000001622051.json,202_broken-contact-surface,left,normal,0
1527,Ch_000001622052.json,202_broken-contact-surface,right,normal,0
1528,Ch_000001622053.json,202_broken-contact-surface,left,normal,0
1529,Ch_000001622054.json,202_broken-contact-surface,right,normal,0
1530,Ch_000001622055.json,202_broken-contact-surface,left,faulty,0
1531,Ch_000001622056.json,202_broken-contact-surface,right,faulty,0
1532,Ch_000001622057.json,202_broken-contact-surface,left,faulty,0
1533,Ch_000001622058.json,202_broken-contact-surface,right,faulty,0
1534,Ch_000001622059.json,202_broken-contact-surface,left,faulty,0
1535,Ch_000001622060.json,202_broken-contact-surface,right,faulty,0
1536,Ch_000001622061.json,202_broken-contact-surface,left,faulty,0
1537,Ch_000001622062.json,202_broken-contact-surface,right,faulty,0
1538,Ch_000001622063.json,202_broken-contact-surface,left,faulty,0
1539,Ch_000001622064.json,202_broken-contact-surface,right,faulty,0
1540,Ch_000001622065.json,202_broken-contact-surface,left,normal,0
1541,Ch_000001622066.json,202_broken-contact-surface,right,normal,0
1542,Ch_000001622067.json,202_broken-contact-surface,left,normal,0
1543,Ch_000001622068.json,202_broken-contact-surface,right,normal,0
